"","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","DistributionChannel","UserLanguage","HighTime1_First.Click","HighTime1_Last.Click","HighTime1_Page.Submit","HighTime1_Click.Count","HighQ1","HighTime2_First.Click","HighTime2_Last.Click","HighTime2_Page.Submit","HighTime2_Click.Count","HighQ2","HighTime3_First.Click","HighTime3_Last.Click","HighTime3_Page.Submit","HighTime3_Click.Count","HighQ3","LowTime1_First.Click","LowTime1_Last.Click","LowTime1_Page.Submit","LowTime1_Click.Count","LowQ1","LowTime2_First.Click","LowTime2_Last.Click","LowTime2_Page.Submit","LowTime2_Click.Count","LowQ2","LowTime3_First.Click","LowTime3_Last.Click","LowTime3_Page.Submit","LowTime3_Click.Count","LowQ3","Q40_First.Click","Q40_Last.Click","Q40_Page.Submit","Q40_Click.Count","AttitudeQ5_1","Q41_First.Click","Q41_Last.Click","Q41_Page.Submit","Q41_Click.Count","AttitudeQ6_1","AttitudeTime1_First.Click","AttitudeTime1_Last.Click","AttitudeTime1_Page.Submit","AttitudeTime1_Click.Count","AttitudeQ1_1","AttitudeTime2_First.Click","AttitudeTime2_Last.Click","AttitudeTime2_Page.Submit","AttitudeTime2_Click.Count","AttitudeQ2_1","AttitudeTime3_First.Click","AttitudeTime3_Last.Click","AttitudeTime3_Page.Submit","AttitudeTime3_Click.Count","AttitudeQ3_1","AttitudeTime4_First.Click","AttitudeTime4_Last.Click","AttitudeTime4_Page.Submit","AttitudeTime4_Click.Count","AttitudeQ4_1","AttitudeTime7_First.Click","AttitudeTime7_Last.Click","AttitudeTime7_Page.Submit","AttitudeTime7_Click.Count","AttitudeQ7_1","Age","PoliticalView_1","Gender","Race","Race_7_TEXT","Education","Thanks","ID","rtime","high"
"19","5/17/2021 19:11","5/17/2021 19:14",0,100,164,1,"5/17/2021 19:14",NA,NA,NA,NA,"anonymous","EN",9.148,9.148,10.559,1,2,6.831,6.831,7.828,1,3,4.717,4.717,5.725,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.703,33.89,36.214,24,0,3.338,14.883,15.947,9,0,3.35,20.267,21.282,15,5,5.742,11.863,13.129,5,0,1.46,2.486,3.607,2,0,2.295,2.295,3.557,1,0,1.746,6.934,8.357,5,0,"1974",NA,1,"1",NA,6,NA,1463,12.6205,TRUE
"20","5/17/2021 19:12","5/17/2021 19:14",0,100,136,1,"5/17/2021 19:14",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.305,8.305,11.11,1,5,6.467,6.467,10.537,1,4,3.932,3.932,6.245,1,2,8.838,8.838,10.106,1,1,6.011,6.011,7.4,1,8.51,6.752,6.752,7.585,1,7.51,3.716,3.751,5.545,2,9.49,13.897,13.897,17.409,1,10,9.253,9.253,10.499,1,7,5.68,7.055,9.056,2,9.51,"1987",1.06,1,"1",NA,3,NA,5513,9.5492,FALSE
"21","5/17/2021 19:12","5/17/2021 19:14",0,100,105,1,"5/17/2021 19:14",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.897,18.303,18.966,4,5,2.141,3.57,4.437,2,5,1.352,6.012,6.485,5,5,1.797,1.797,3.132,1,7.23,1.441,1.441,2.415,1,4.06,1.01,1.01,2.018,1,8.03,0.861,0.861,1.885,1,6.99,0.62,0.62,1.411,1,9.34,0.799,0.799,2.473,1,3.72,0.2,8.811,9.875,3,7.52,"1995",3.06,1,"1",NA,4,NA,2125,5.3097,FALSE
"22","5/17/2021 19:11","5/17/2021 19:14",0,100,162,1,"5/17/2021 19:14",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.419,13.419,14.283,1,5,6.582,6.582,7.634,1,4,5.598,5.598,6.287,1,5,6.546,6.546,7.294,1,10,4.558,4.558,5.649,1,10,5.14,5.14,5.855,1,10,5.157,5.157,5.944,1,10,7.569,7.569,8.398,1,10,12.808,12.808,13.923,1,8,8.226,8.226,9.633,1,6,"1984",7,1,"1,6",NA,6,NA,7223,8.49,FALSE
"23","5/17/2021 19:11","5/17/2021 19:14",0,100,172,1,"5/17/2021 19:14",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.05,7.05,8.313,1,5,6.993,9.034,10.564,3,5,9.746,9.746,12.072,1,3,3.634,10.447,15.693,3,7.52,5.24,11.255,14.19,3,7.06,6.021,7.255,11.876,2,2.32,5.74,5.74,7.561,1,5.37,7.973,11.074,14.408,2,9.73,10.667,11.899,14.451,2,5.15,7.551,7.551,9.34,1,6.35,"1953",8.21,2,"1",NA,6,NA,7836,11.8468,FALSE
"24","5/17/2021 19:12","5/17/2021 19:14",0,100,120,1,"5/17/2021 19:14",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.092,5.092,5.969,1,5,6.222,6.222,7.183,1,5,4.361,4.361,5.319,1,5,5.078,5.078,6.049,1,10,2.901,2.901,3.906,1,9.94,3.954,3.954,4.726,1,10,3.276,3.276,4.159,1,10,7.891,7.891,8.842,1,9.97,7.016,7.016,8.02,1,7.18,4.572,4.572,5.439,1,10,"1975",3.83,2,"1",NA,3,NA,8048,5.9612,FALSE
"25","5/17/2021 19:11","5/17/2021 19:14",0,100,150,1,"5/17/2021 19:14",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.077,6.077,9.326,1,5,5.761,5.761,7.161,1,3,5.173,5.173,6.693,1,1,9.18,9.18,12.415,1,3,12.744,12.744,13.904,1,8.51,3.917,3.917,5.12,1,10,3.94,3.94,5.13,1,10,8.06,8.06,9.193,1,10,5.184,5.184,6.205,1,10,10.286,10.286,11.748,1,8.51,"1968",1.01,2,"1",NA,5,NA,8684,8.6895,FALSE
"26","5/17/2021 19:13","5/17/2021 19:14",0,100,85,1,"5/17/2021 19:14",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.166,18.166,18.749,1,4,8.633,8.633,8.815,1,3,2.596,2.596,2.913,1,1,3.506,3.506,4.923,1,0,2.918,4.035,4.763,2,0,2.416,2.416,3.639,1,0,2.018,2.018,3.105,1,0,4.534,4.534,5.387,1,9.62,2.09,2.09,3.108,1,0,5.402,5.402,6.85,1,5.99,"1984",5.03,1,"1",NA,5,NA,3063,6.2252,FALSE
"27","5/17/2021 19:11","5/17/2021 19:14",0,100,180,1,"5/17/2021 19:14",NA,NA,NA,NA,"anonymous","EN",6.698,6.698,10.429,1,3,1.622,1.622,3.059,1,3,1.437,1.437,2.402,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.809,94.595,95.195,12,5.41,2.806,2.806,3.422,1,6.2,2.021,2.021,2.56,1,9.01,1.177,1.177,1.691,1,8.66,4.244,4.244,4.694,1,10,2.763,2.763,3.217,1,8.49,7.418,9.744,10.3,2,8.93,"1983",0.65,2,"1",NA,5,NA,3783,13.6969,TRUE
"28","5/17/2021 19:13","5/17/2021 19:14",0,100,89,1,"5/17/2021 19:14",NA,NA,NA,NA,"anonymous","EN",5.585,5.585,6.644,1,5,1.179,1.179,6.274,1,5,1.047,1.047,1.772,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.488,6.526,7.517,2,1.94,0.766,0.766,1.726,1,2.56,0.696,1.477,2.111,2,8.17,1.078,1.078,2.548,1,9.56,0.977,2.825,3.845,3,5.84,0.522,0.522,1.262,1,9.81,0.843,4.813,5.597,3,7.34,"1975",5.42,1,"1",NA,3,NA,4903,3.9296,TRUE
"29","5/17/2021 19:13","5/17/2021 19:14",0,100,76,1,"5/17/2021 19:14",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.601,2.601,3.396,1,4,1.638,2.295,2.789,2,4,4.401,4.71,5.227,2,4,2.555,2.555,3.441,1,8.28,2.667,2.667,5.1,1,7.38,2.908,3.403,3.934,2,10,1.351,1.351,1.775,1,10,2.46,2.46,3.285,1,10,1.514,3.7,4.16,2,5.08,2.254,2.254,2.597,1,10,"1995",3.61,1,"6",NA,2,NA,3395,3.5704,FALSE
"30","5/17/2021 19:12","5/17/2021 19:14",0,100,156,1,"5/17/2021 19:14",NA,NA,NA,NA,"anonymous","EN",6.793,14.92,16.982,3,4,20.901,20.901,22.27,1,3,3.037,4.483,5.376,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.469,16.469,17.839,1,7.56,2.891,2.891,4.368,1,9.31,1.921,4.195,5.482,2,10,3.018,3.018,4.165,1,9.82,5.235,6.469,7.665,2,10,2.549,2.549,3.702,1,9.56,4.689,4.689,6.079,1,9.21,"1987",0.03,2,"2",NA,2,NA,5404,9.3928,TRUE
"31","5/17/2021 19:13","5/17/2021 19:14",0,100,67,1,"5/17/2021 19:14",NA,NA,NA,NA,"anonymous","EN",4.668,8.774,9.118,4,1,1.698,2.802,3.667,3,2,1.893,1.893,2.638,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.436,5.988,6.333,7,1.94,2.475,2.475,3.066,1,1.07,2.014,2.014,2.76,1,0,1.305,1.305,2.103,1,0,6.38,6.38,7.039,1,5.01,1.855,1.855,2.623,1,0,4.18,4.243,5.154,2,2.86,"1987",2.31,2,"1",NA,5,NA,7294,4.4501,TRUE
"32","5/17/2021 19:11","5/17/2021 19:14",0,100,176,1,"5/17/2021 19:14",NA,NA,NA,NA,"anonymous","EN",4.567,4.567,7.614,1,2,2.531,2.531,4.584,1,3,2.875,9.898,10.926,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.585,5.585,7.774,1,7.01,86.192,86.725,87.173,2,6.54,3.482,3.482,4.033,1,7.28,2.252,4.201,4.973,2,5.11,7.055,7.055,7.676,1,5.03,4.259,4.259,5.276,1,4.06,3.905,3.905,4.948,1,7,"1985",3.96,1,"1",NA,5,NA,9304,14.4977,TRUE
"34","5/17/2021 19:12","5/17/2021 19:14",0,100,155,1,"5/17/2021 19:14",NA,NA,NA,NA,"anonymous","EN",6.662,6.662,7.528,1,5,7.744,7.744,8.686,1,3,8.551,8.551,9.821,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.042,9.995,10.779,4,8.08,4.945,4.945,5.483,1,8.92,5.234,7.916,8.537,2,9.59,4.726,6.032,7.112,2,9.87,9.787,9.787,10.709,1,9.76,5.649,5.649,6.496,1,9.72,7.066,7.066,8.054,1,8.61,"1991",5.83,1,"1",NA,2,NA,6431,8.3205,TRUE
"35","5/17/2021 19:13","5/17/2021 19:14",0,100,99,1,"5/17/2021 19:14",NA,NA,NA,NA,"anonymous","EN",4.797,4.797,5.577,1,1,4.943,4.943,6.086,1,3,5.764,5.764,6.567,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.059,20.059,21.29,1,1.92,2.156,2.156,2.798,1,7,3.558,3.558,4.276,1,5.99,3.097,3.097,3.629,1,8.96,5.918,5.918,6.631,1,10,4.501,5.307,5.638,2,6.94,3.78,3.78,5.167,1,9.59,"1985",0,1,"1",NA,5,NA,1449,6.7659,TRUE
"36","5/17/2021 19:12","5/17/2021 19:14",0,100,175,1,"5/17/2021 19:14",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.511,5.351,8.374,2,4,3.08,3.08,6.831,1,5,3.645,3.645,4.655,1,2,5.158,8.69,10.195,2,6.52,3.507,3.507,6.059,1,7,4.355,10.29,11.035,3,6,6.101,7.532,8.898,2,7.07,8.05,8.05,13.7,1,0.24,3.425,3.425,4.419,1,0.96,3.838,5.471,6.068,2,9.55,"1983",4.23,1,"1",NA,5,NA,3646,8.0234,FALSE
"37","5/17/2021 19:12","5/17/2021 19:15",0,100,172,1,"5/17/2021 19:15",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.861,11.861,13.134,1,5,9.862,9.862,10.8,1,3,6.364,6.364,8.014,1,2,7.245,7.245,8.642,1,4.04,5.045,5.045,6.207,1,7,5.525,5.525,6.471,1,1.97,4.36,4.36,5.285,1,1.96,7.088,7.088,7.96,1,10,5.606,5.606,6.667,1,4.06,8.454,8.454,9.353,1,7.04,"1978",6.04,2,"1",NA,6,NA,5832,8.2533,FALSE
"38","5/17/2021 19:11","5/17/2021 19:15",0,100,198,1,"5/17/2021 19:15",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.609,9.353,10.128,5,4,1.98,4.416,5.796,3,4,3.692,3.692,4.605,1,5,16.456,17.875,18.973,2,10,4.558,4.558,6.061,1,10,3.055,3.055,3.708,1,10,4.074,4.074,4.845,1,10,7.184,7.184,8.178,1,10,10.434,10.434,11.198,1,7,12.323,12.323,13.246,1,8,"1992",0,2,"1",NA,5,NA,1525,8.6738,FALSE
"39","5/17/2021 19:13","5/17/2021 19:15",0,100,124,1,"5/17/2021 19:15",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.406,9.406,11.049,1,4,4.4,4.4,5.499,1,3,5,8.23,9.14,2,2,6.361,6.361,7.423,1,3.34,4.456,4.456,5.962,1,6.65,6.495,6.495,7.411,1,8.2,6.743,8.734,9.243,3,8.11,8.555,9.229,10.163,2,9.18,6.406,6.406,7.201,1,6.31,6.937,6.937,8.08,1,6.66,"1992",8.28,1,"1",NA,2,NA,9018,8.1171,FALSE
"40","5/17/2021 19:13","5/17/2021 19:15",0,100,78,1,"5/17/2021 19:15",NA,NA,NA,NA,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6.271,1,5,4.588,4.588,6.157,1,4,1.992,2.84,3.463,3,4,3.704,3.704,4.436,1,2.25,2.304,3.92,4.524,2,8.15,2.581,3.428,3.674,3,2.73,1.67,2.471,3.032,2,8.82,3.532,3.901,4.296,2,10,4.125,4.125,4.921,1,3.55,4.642,5.914,6.526,2,9.25,"1993",1.39,2,"1,6",NA,6,NA,7900,4.73,FALSE
